name,region,variety,rating,notes
Kendall-Jackson Vintner's Reserve Pinot Noir 2013,California,Red Wine,90.0,"Kendall-Jackson Vintner's Reserve Pinot Noir is sourced from some of the finest Pinot growing regions in the world: Santa Barbara and Monterey counties. Each region adds a layer of fruit, spice and texture that combine to create this alluring Pinot Noir ."
Booker Vineyard Vertigo 2012,"Paso Robles, Central Coast, California",Red Wine,95.0,"Blend: 57% Syrah, 32% Mourvedre, 11% Grenache "
Heitz Cellar Bella Oaks Cabernet Sauvignon 1996,"Napa Valley, California",Red Wine,92.0,"Heitz Cellars Bella Oaks Cabernet possesses a briary, vanillin overtone in the aroma and richness on the palate that rank it amongst the most flavorful of all Napa Valley Cabernet Sauvignons.  The wine has received national recognition for its superb quality and consistency in style."
Iron Horse Estate Pinot Noir 2013,"Green Valley, Russian River, Sonoma County, California",Red Wine,92.0,"By nose; cassis, licorice, black berry, red cherry, raspberry and roasting herbs. By mouth; cola nut, dark cherry, black berry and dried herbs. This is an elegant and very versatile wine with food. It is delicious with salmon, smoked duck, pork tenderloin with rashers of prosciutto ham, heirloom carrots and spaghetti squash, classic coq au vin, mushroom ragout on sourdough toast, triple creme cheese from Cowgirl Creamery."
Falesco Marciliano 2007,Italy,Red Wine,90.0,"Deep, opaque purple in color, this delicious red offers classic aromas of cassis, herbs, tobacco, cedar and slate, which continue to unfold on the palate. Structurally, the wine strikes a perfect balance between the firm, fine tannins and the elegant, velvety mouthfeel. Long-lived and full-bodied.  "
Domaine Clusel-Roch Cote-Rotie Classique 2014,"Cote Rotie, Rhone, France",Red Wine,90.0,"The 2014 Cote-Rotie Classique is a fine and elegant wine revealing quite a strong tannin structure. It shows relatively complex aromas of black fruits, spices and violets. At its peak, the wine unveils flavors of undergrowth and grilled tobacco. "
Bollinger Brut Special Cuvee,"Champagne, France",Sparkling & Champagne,91.0,"A golden color, distinctive of black grape varieties. Very fine bubbles. On the nose, it has a beautiful aromatic complexity, ripe fruit, and spicy aromas, with hints of roasted apples, apple compote, and peaches.  On the palate, there is a subtle combination of structure, length, and vivacity. The bubbles are like velvet. Flavors of pear, brioche and spicy aromas, notes of fresh walnut."
Benjamin Romeo Contador (3 Liter Bottle) 2001,"Rioja, Spain",Red Wine,98.0,Contador is bright and deep garnet in color. Very ripe redand black fruit on the nose overlaid with mineral and herbaltouches reminiscent of aromatic plants which live alongside thevines in our most select vineyards. Notes of high quality wood anddark burnt caramel. Full and smooth in the mouth at first. This isfollowed by a good level of tannin and a refined mouth-wateringfreshness. The finish is long and pleasant.
Kendall-Jackson Avant Chardonnay 2012,California,White Wine,90.0,"This refreshing Chardonnay erupts with captivating layers of fresh pineapple, bright green apple, crisp Meyer lemon, juicy pear and wildflowers. It shows refreshing acidity and sleek mineral notes which are balanced by a rounded mid-palate and a long, pure fruit finish."
Conti Costanti Brunello di Montalcino 2005,"Montalcino, Tuscany, Italy",Red Wine,93.0,"100% Sangiovese. Vinification includes: fermentation on the skins for two weeks. The wine sojourns 36 months in wood: 18 months in Slavonian oak barrels (from 30 hl) and 18 months in French tonneaux (3.5 to 6 hl). Once bottled, the wine rests at least 12 months before it is released. Brilliant ruby in color, the intense, ripe aromas of berry fruit prelude a lush and full-bodied palate."
Beringer Napa Valley Chardonnay 2006,"Napa Valley, California",White Wine,87.0,"Using a mix of barrel and steel fermentation (a longer, cooler fermentation) to highlight the different characteristics from Beringer's four Chardonnay vineyards, the 2006 vintage is an exciting example of this exploration featuring almost half of the blend fermented in steel tanks. Lemon zest, apple, pear, vanilla and toasty spice aromas carry into the flavors with a refreshing tanginess and a bright fruit finish."
Hauner Salina Hiera 2014,"Sicily, Italy",Red Wine,92.0,"Very deep ruby with a purple rim. First impact on the nose is rich in aromas, outstanding intensity with elegant notes ranging from brushwood and red berry fruit to sweet tobacco, spice and chocolate. Sweet tannins, rich, sunny flavors, good body and superb balance, result in a depth and intensity that could only come from the Vulcano Island. "
Leasingham Bin 7 Riesling 2001,"Clare Valley, South Australia, Australia",White Wine,87.0,"This renowned wine was first released in 1967. Its aromatic, dry wine displaying excellent lime and citrus varietal flavours. Sourced from a selection of sights throughout the Valley, the wines length of flavour and elegant overall structure serves to reinforce the Clare Valleys enviable reputation for premium Riesling."
Bedrock Wine Company The Bedrock Heritage 2012,"Sonoma County, California",Red Wine,95.0,#15 
Dr. Loosen Erdener Treppchen Kabinett 2013,"Mosel, Germany",White Wine,92.0,"This vineyard is so steep that, long ago, stone steps were built into the hillside to help workers reach the vines. The iron-infused, red slate soil produces wines that are muscular and complex, with an intense mineral finish. Wines from Erdener Treppchen are more like a powerful, hard-body rock climber than the graceful ballet dancer of Wehlener."
Jean-Luc Colombo Hermitage Le Rouet Rouge 1999,"Hermitage, Rhone, France",Red Wine,90.0,"Production Area: Granite soil prevalent in the excellent vineyards ""Le Méal"" and ""Les Greffieux"" in the Northern Rhône Valley.Grape Varieties:  97% Syrah, 3% MarsanneVinification: A classic fermentation process includes complete de-stemming followed by long maceration. The wine is aged in new oak barrels for 18 months."
Korbel Brut Rose,California,Sparkling & Champagne,90.0,"We use Pinot Noir and Gamay lots that have a noticeable pink hue for the Brut Rose.  We try to find lots that have generous strawberry and black cherry like flavors.  The goal is to consistently produce a Rose that is flavorful, bright and aromatic."
Columbia Crest Reserve Cabernet Sauvignon 2011,"Columbia Valley, Washington",Red Wine,90.0,"Crafted in a classic Bordeaux style and sourced from low yielding vineyards within the best sub-appellations of the Columbia Valley, this Cabernet Sauvignon delivers textured spicy oak intertwined with abundant black cherry and sweet black currant dark fruit flavors. The elegant seductive fleshy mid-palate leads to an expressive, lingering finish."
Chateau de Pampelonne Cotes de Provence Rose 2015,"Cotes de Provence, Provence, South of France, France",Pink and Rosé,90.0,"A supple, elegant Rose, with a complex, sharp bouquet and a powerful, fruity palate. PAirs well with  fish tartar, red mullet fillet, grilled sea bass."
Domaine La Garrigue Cuvee Romaine Cotes du Rhone 2001,"Cotes du Rhone, Rhone, France",Red Wine,91.0,"""Believe me this wine will shock the bejesus out of you...A thick, inky purple color is followed by a knock-out perfume of melted licorice, roasted meats, black cherries, and blackberry jam...The texture is opulent, and the wine is an astonishing value. Ka-boom!..."" -"
Bodegas Muga Gran Reserva Prado Enea 2005,"Rioja, Spain",Red Wine,95.0,"The wine displays a very pure, bright, polished ruby-red color.  In this 2005 vintage we leave behind the ripe fruit aromas of the previous year and instead find clearly distinctive woodland berries: blueberries, sloes, wild berries and even hints of blackberries. These are wrapped in aromas of finely mingling heathland herbs, in very subtle glimpses. The spicy oakiness is barely perceptible because the hints of cloves, coconut and vanilla are so very well integrated in the bouquet.  "
Bastianich Vespa Bianco 2013,"Friuli-Venezia Giulia, Italy",White Wine,93.0,"A tightly would balance of minerality and citrus, evolving over time into a more viscous expression of wildflowers, clover honey and mature pear. The palate sensations are more like those of a red wine. Its tannic structure and acidic backbone lend it not only to immediate enjoyment but also a long life. "
Hermann J. Wiemer Magdalena Vineyard Riesling 2015,"Finger Lakes, New York, Other U.S.",White Wine,90.0,"The unique traits of the estate’s Magdalena Vineyard are featured in this lush Riesling. A beneficial air exchange with Seneca Lake moderates the temperatures, creating a warmer and more protective site in the colder months and a cooling effect throughout the summer.  The airflow keeps the vineyard dry, and deep soil provides room for spreading root growth. The lime silt loam soil that the site is celebrated for is crucial to the development of flavor intensity in the grapes. The resulting ripeness greets you in the nose with an intense, floral bouquet. This gives way to a fruit-driven, mouth-coating freshness that lingers for minutes after the first sip. Magdalena wines are striking and powerful, and develop very well over time– whether in the glass or in the cellar."
Castello Romitorio Brunello di Montalcino 2010,"Montalcino, Tuscany, Italy",Red Wine,93.0,"It is ruby red in color with a bouquet of ripe, red berries and dried flowers. On the palate, the notes of red berries blend with crushed violet and tobacco to create a smooth, velvety texture that harmonizes with rich and balanced tannins, for long and satisfying finish."
Hamilton Russell Pinot Noir 2012,South Africa,Red Wine,92.0,#29 
Buena Vista Chateau Buena Vista Napa Valley Cabernet Sauvignon 2014,"Napa Valley, California",Red Wine,92.0,"The inaugural release of the Chateau Buena Vista Cabernet Sauvignon celebrates and honors Buena Vista’s indelible presence and significant contributions to the California wine world. Buena Vista has returned to Napa Valley, where Cabernet is the King, if not the Count. Sourced from vineyards from Yountville to St. Helena, the wine was aged for 28 months before being racked and aged an additional four months in French oak barrels, 40% new, for final aging. It was then bottled unfiltered."
Charles Smith Wines Chateau Smith Cabernet Sauvignon 2012,"Columbia Valley, Washington",Red Wine,90.0,"The 2012 Chateau Smith is a wine long and rich in the mouth. Aromas of black cherry, wet earth, anise and a touch of toasted herbs with flavors and a finish to match. "
Avignonesi Avignonesi Rosso 1999,"Tuscany, Italy",Red Wine,87.0,"Characteristics: Intense ruby red in colour with a bouquet reminiscent of wild fruits, spices and grass. The taste is round and harmonious. "
